state,reporting_coverage,index,rate,year
Oklahoma,91,Drug abuse,473,2006
Oregon,84,Drug abuse,550,2006
Pennsylvania,88,Drug abuse,543,2006
Rhode Island,89,Drug abuse,461,2006
South Carolina,90,Drug abuse,697,2006
South Dakota,47,Drug abuse,171,2006
Tennessee,81,Drug abuse,624,2006
Texas,96,Drug abuse,548,2006
Utah,79,Drug abuse,477,2006
Vermont,83,Drug abuse,297,2006
Virginia,77,Drug abuse,412,2006
Washington,82,Drug abuse,490,2006
West Virginia,49,Drug abuse,195,2006
Wisconsin,95,Drug abuse,839,2006
Wyoming,98,Drug abuse,941,2006
United States,78,Weapons,141,2006
Alabama,80,Weapons,37,2006
Alaska,96,Weapons,99,2006
Arizona,96,Weapons,80,2006
Arkansas,69,Weapons,77,2006
California,100,Weapons,214,2006
Colorado,95,Weapons,149,2006
Connecticut,61,Weapons,119,2006
Delaware,100,Weapons,171,2006
District of Columbia,0,Weapons,NA,2006
Florida,100,Weapons,132,2006
Georgia,34,Weapons,188,2006
Hawaii,84,Weapons,36,2006
Idaho,84,Weapons,113,2006
Illinois,23,Weapons,308,2006
Indiana,59,Weapons,34,2006
Iowa,83,Weapons,42,2006
Kansas,65,Weapons,64,2006
Kentucky,23,Weapons,136,2006
Louisiana,48,Weapons,132,2006
Maine,100,Weapons,38,2006
Maryland,99,Weapons,256,2006
Massachusetts,85,Weapons,46,2006
Michigan,93,Weapons,93,2006
Minnesota,89,Weapons,180,2006
Mississippi,56,Weapons,124,2006
Missouri,98,Weapons,127,2006
Montana,0,Weapons,NA,2006
Nebraska,87,Weapons,91,2006
Nevada,99,Weapons,180,2006
New Hampshire,79,Weapons,17,2006
New Jersey,97,Weapons,217,2006
New Mexico,65,Weapons,196,2006
New York,49,Weapons,85,2006
North Carolina,76,Weapons,214,2006
North Dakota,90,Weapons,70,2006
Ohio,50,Weapons,94,2006
Oklahoma,91,Weapons,101,2006
Oregon,84,Weapons,83,2006
Pennsylvania,88,Weapons,150,2006
Rhode Island,89,Weapons,131,2006
South Carolina,90,Weapons,204,2006
South Dakota,47,Weapons,14,2006
Tennessee,81,Weapons,146,2006
Texas,96,Weapons,69,2006
Utah,79,Weapons,142,2006
Vermont,83,Weapons,13,2006
Virginia,77,Weapons,105,2006
Washington,82,Weapons,145,2006
West Virginia,49,Weapons,10,2006
Wisconsin,95,Weapons,261,2006
Wyoming,98,Weapons,87,2006
United States,81,Violent Crime Index,301,2007
Alabama,75,Violent Crime Index,180,2007
Alaska,96,Violent Crime Index,220,2007
Arizona,94,Violent Crime Index,228,2007
Arkansas,66,Violent Crime Index,147,2007
California,98,Violent Crime Index,410,2007
Colorado,90,Violent Crime Index,173,2007
Connecticut,93,Violent Crime Index,282,2007
Delaware,99,Violent Crime Index,591,2007
District of Columbia,0,Violent Crime Index,NA,2007
Florida,100,Violent Crime Index,477,2007
Georgia,62,Violent Crime Index,294,2007
Hawaii,0,Violent Crime Index,NA,2007
Idaho,92,Violent Crime Index,141,2007
Illinois,23,Violent Crime Index,913,2007
Indiana,71,Violent Crime Index,209,2007
Iowa,86,Violent Crime Index,258,2007
Kansas,64,Violent Crime Index,168,2007
Kentucky,20,Violent Crime Index,343,2007
Louisiana,61,Violent Crime Index,364,2007
Maine,100,Violent Crime Index,63,2007
Maryland,99,Violent Crime Index,548,2007
Massachusetts,91,Violent Crime Index,307,2007
Michigan,92,Violent Crime Index,224,2007
Minnesota,98,Violent Crime Index,217,2007
Mississippi,37,Violent Crime Index,138,2007
Missouri,85,Violent Crime Index,257,2007
Montana,84,Violent Crime Index,90,2007
Nebraska,85,Violent Crime Index,138,2007
Nevada,96,Violent Crime Index,238,2007
New Hampshire,68,Violent Crime Index,86,2007
New Jersey,97,Violent Crime Index,334,2007
New Mexico,71,Violent Crime Index,279,2007
New York,55,Violent Crime Index,270,2007
North Carolina,77,Violent Crime Index,318,2007
North Dakota,88,Violent Crime Index,79,2007
Ohio,60,Violent Crime Index,150,2007
Oklahoma,100,Violent Crime Index,178,2007
Oregon,94,Violent Crime Index,230,2007
Pennsylvania,92,Violent Crime Index,426,2007
Rhode Island,83,Violent Crime Index,86,2007
South Carolina,95,Violent Crime Index,294,2007
South Dakota,49,Violent Crime Index,95,2007
Tennessee,79,Violent Crime Index,332,2007
Texas,91,Violent Crime Index,188,2007
Utah,88,Violent Crime Index,120,2007
Vermont,98,Violent Crime Index,65,2007
Virginia,95,Violent Crime Index,146,2007
Washington,75,Violent Crime Index,267,2007
West Virginia,77,Violent Crime Index,42,2007
Wisconsin,98,Violent Crime Index,298,2007
Wyoming,99,Violent Crime Index,124,2007
United States,81,Property Crime Index,1293,2007
Alabama,75,Property Crime Index,757,2007
Alaska,96,Property Crime Index,1559,2007
Arizona,94,Property Crime Index,1546,2007
Arkansas,66,Property Crime Index,1012,2007
California,98,Property Crime Index,1074,2007
Colorado,90,Property Crime Index,1621,2007
Connecticut,93,Property Crime Index,1017,2007
Delaware,99,Property Crime Index,1647,2007
District of Columbia,0,Property Crime Index,NA,2007
Florida,100,Property Crime Index,1864,2007
Georgia,62,Property Crime Index,1342,2007
Hawaii,0,Property Crime Index,NA,2007
Idaho,92,Property Crime Index,1823,2007
Illinois,23,Property Crime Index,1547,2007
Indiana,71,Property Crime Index,1510,2007
Iowa,86,Property Crime Index,1860,2007
Kansas,64,Property Crime Index,952,2007
Kentucky,20,Property Crime Index,2168,2007
Louisiana,61,Property Crime Index,1617,2007
Maine,100,Property Crime Index,1477,2007
Maryland,99,Property Crime Index,1876,2007
Massachusetts,91,Property Crime Index,521,2007
Michigan,92,Property Crime Index,1024,2007
Minnesota,98,Property Crime Index,1758,2007
Mississippi,37,Property Crime Index,1227,2007
Missouri,85,Property Crime Index,1573,2007
Montana,84,Property Crime Index,1745,2007
Nebraska,85,Property Crime Index,1823,2007
Nevada,96,Property Crime Index,1313,2007
New Hampshire,68,Property Crime Index,692,2007
New Jersey,97,Property Crime Index,864,2007
New Mexico,71,Property Crime Index,1045,2007
New York,55,Property Crime Index,1002,2007
North Carolina,77,Property Crime Index,1431,2007
North Dakota,88,Property Crime Index,1874,2007
Ohio,60,Property Crime Index,1001,2007
Oklahoma,100,Property Crime Index,1122,2007
Oregon,94,Property Crime Index,1855,2007
Pennsylvania,92,Property Crime Index,1075,2007
Rhode Island,83,Property Crime Index,960,2007
South Carolina,95,Property Crime Index,1120,2007
South Dakota,49,Property Crime Index,1461,2007
Tennessee,79,Property Crime Index,1249,2007
Texas,91,Property Crime Index,1087,2007
Utah,88,Property Crime Index,1879,2007
Vermont,98,Property Crime Index,570,2007
Virginia,95,Property Crime Index,784,2007
Washington,75,Property Crime Index,1897,2007
West Virginia,77,Property Crime Index,368,2007
Wisconsin,98,Property Crime Index,2634,2007
Wyoming,99,Property Crime Index,1748,2007
United States,81,Drug abuse,590,2007
Alabama,75,Drug abuse,249,2007
Alaska,96,Drug abuse,328,2007
Arizona,94,Drug abuse,784,2007
Arkansas,66,Drug abuse,381,2007
California,98,Drug abuse,519,2007
Colorado,90,Drug abuse,741,2007
Connecticut,93,Drug abuse,442,2007
Delaware,99,Drug abuse,819,2007
District of Columbia,0,Drug abuse,NA,2007
Florida,100,Drug abuse,763,2007
Georgia,62,Drug abuse,591,2007
Hawaii,0,Drug abuse,NA,2007
Idaho,92,Drug abuse,544,2007
Illinois,23,Drug abuse,2152,2007
Indiana,71,Drug abuse,486,2007
Iowa,86,Drug abuse,450,2007
Kansas,64,Drug abuse,533,2007
Kentucky,20,Drug abuse,1360,2007
Louisiana,61,Drug abuse,623,2007
Maine,100,Drug abuse,417,2007
Maryland,99,Drug abuse,1192,2007
Massachusetts,91,Drug abuse,377,2007
Michigan,92,Drug abuse,337,2007
Minnesota,98,Drug abuse,507,2007
Mississippi,37,Drug abuse,495,2007
Missouri,85,Drug abuse,641,2007
Montana,84,Drug abuse,378,2007
Nebraska,85,Drug abuse,644,2007
Nevada,96,Drug abuse,517,2007
New Hampshire,68,Drug abuse,540,2007
New Jersey,97,Drug abuse,689,2007
New Mexico,71,Drug abuse,752,2007
New York,55,Drug abuse,520,2007
North Carolina,77,Drug abuse,508,2007
North Dakota,88,Drug abuse,436,2007
Ohio,60,Drug abuse,414,2007
Oklahoma,100,Drug abuse,503,2007
Oregon,94,Drug abuse,603,2007
Pennsylvania,92,Drug abuse,523,2007
Rhode Island,83,Drug abuse,386,2007
South Carolina,95,Drug abuse,705,2007
South Dakota,49,Drug abuse,476,2007
Tennessee,79,Drug abuse,626,2007
Texas,91,Drug abuse,593,2007
Utah,88,Drug abuse,506,2007
Vermont,98,Drug abuse,286,2007
Virginia,95,Drug abuse,359,2007
Washington,75,Drug abuse,540,2007
West Virginia,77,Drug abuse,161,2007
Wisconsin,98,Drug abuse,806,2007
Wyoming,99,Drug abuse,994,2007
United States,81,Weapons,128,2007
Alabama,75,Weapons,46,2007
Alaska,96,Weapons,68,2007
Arizona,94,Weapons,84,2007
Arkansas,66,Weapons,60,2007
California,98,Weapons,202,2007
Colorado,90,Weapons,137,2007
Connecticut,93,Weapons,89,2007
Delaware,99,Weapons,137,2007
District of Columbia,0,Weapons,NA,2007
Florida,100,Weapons,106,2007
Georgia,62,Weapons,223,2007
Hawaii,0,Weapons,NA,2007
Idaho,92,Weapons,110,2007
Illinois,23,Weapons,294,2007
Indiana,71,Weapons,59,2007
Iowa,86,Weapons,45,2007
Kansas,64,Weapons,77,2007
Kentucky,20,Weapons,127,2007
Louisiana,61,Weapons,113,2007
Maine,100,Weapons,44,2007
Maryland,99,Weapons,221,2007
Massachusetts,91,Weapons,46,2007
Michigan,92,Weapons,89,2007
Minnesota,98,Weapons,135,2007
Mississippi,37,Weapons,120,2007
Missouri,85,Weapons,97,2007
Montana,84,Weapons,41,2007
Nebraska,85,Weapons,109,2007
Nevada,96,Weapons,152,2007
New Hampshire,68,Weapons,30,2007
New Jersey,97,Weapons,185,2007
New Mexico,71,Weapons,178,2007
New York,55,Weapons,66,2007
North Carolina,77,Weapons,215,2007
North Dakota,88,Weapons,43,2007
Ohio,60,Weapons,70,2007
Oklahoma,100,Weapons,87,2007
Oregon,94,Weapons,94,2007
Pennsylvania,92,Weapons,127,2007
Rhode Island,83,Weapons,117,2007
South Carolina,95,Weapons,168,2007
South Dakota,49,Weapons,68,2007
Tennessee,79,Weapons,144,2007
Texas,91,Weapons,64,2007
Utah,88,Weapons,133,2007
Vermont,98,Weapons,35,2007
Virginia,95,Weapons,88,2007
Washington,75,Weapons,144,2007
West Virginia,77,Weapons,16,2007
Wisconsin,98,Weapons,233,2007
Wyoming,99,Weapons,85,2007
United States,82,Violent Crime Index,306,2008
Alabama,81,Violent Crime Index,176,2008
Alaska,97,Violent Crime Index,272,2008
Arizona,99,Violent Crime Index,228,2008
Arkansas,84,Violent Crime Index,180,2008
California,99,Violent Crime Index,414,2008
Colorado,88,Violent Crime Index,199,2008
Connecticut,92,Violent Crime Index,337,2008
Delaware,100,Violent Crime Index,630,2008
District of Columbia,0,Violent Crime Index,NA,2008
Florida,100,Violent Crime Index,471,2008
Georgia,62,Violent Crime Index,278,2008
Hawaii,89,Violent Crime Index,264,2008
Idaho,94,Violent Crime Index,136,2008
Illinois,23,Violent Crime Index,1066,2008
Indiana,73,Violent Crime Index,290,2008
Iowa,92,Violent Crime Index,252,2008
Kansas,68,Violent Crime Index,163,2008
Kentucky,15,Violent Crime Index,402,2008
Louisiana,56,Violent Crime Index,603,2008
Maine,100,Violent Crime Index,66,2008
Maryland,99,Violent Crime Index,608,2008
Massachusetts,90,Violent Crime Index,333,2008
Michigan,87,Violent Crime Index,225,2008
Minnesota,97,Violent Crime Index,208,2008
Mississippi,45,Violent Crime Index,145,2008
Missouri,94,Violent Crime Index,274,2008
Montana,96,Violent Crime Index,112,2008
Nebraska,92,Violent Crime Index,139,2008
Nevada,98,Violent Crime Index,337,2008
New Hampshire,78,Violent Crime Index,84,2008
New Jersey,96,Violent Crime Index,332,2008
New Mexico,73,Violent Crime Index,278,2008
New York,47,Violent Crime Index,260,2008
North Carolina,72,Violent Crime Index,305,2008
North Dakota,91,Violent Crime Index,117,2008
Ohio,60,Violent Crime Index,160,2008
Oklahoma,100,Violent Crime Index,202,2008
Oregon,96,Violent Crime Index,192,2008
Pennsylvania,97,Violent Crime Index,426,2008
Rhode Island,100,Violent Crime Index,186,2008
South Carolina,98,Violent Crime Index,192,2008
South Dakota,78,Violent Crime Index,79,2008
Tennessee,80,Violent Crime Index,318,2008
Texas,96,Violent Crime Index,181,2008
Utah,87,Violent Crime Index,122,2008
Vermont,82,Violent Crime Index,91,2008
Virginia,97,Violent Crime Index,142,2008
Washington,73,Violent Crime Index,248,2008
West Virginia,61,Violent Crime Index,72,2008
Wisconsin,98,Violent Crime Index,279,2008
Wyoming,99,Violent Crime Index,132,2008
United States,82,Property Crime Index,1398,2008
Alabama,81,Property Crime Index,924,2008
Alaska,97,Property Crime Index,1655,2008
Arizona,99,Property Crime Index,1558,2008
Arkansas,84,Property Crime Index,1460,2008
California,99,Property Crime Index,1153,2008
Colorado,88,Property Crime Index,1853,2008
Connecticut,92,Property Crime Index,1163,2008
Delaware,100,Property Crime Index,1778,2008
District of Columbia,0,Property Crime Index,NA,2008
Florida,100,Property Crime Index,2062,2008
Georgia,62,Property Crime Index,1343,2008
Hawaii,89,Property Crime Index,1405,2008
Idaho,94,Property Crime Index,1764,2008
Illinois,23,Property Crime Index,1850,2008
Indiana,73,Property Crime Index,1734,2008
Iowa,92,Property Crime Index,1792,2008
Kansas,68,Property Crime Index,1109,2008
Kentucky,15,Property Crime Index,2182,2008
Louisiana,56,Property Crime Index,1564,2008
Maine,100,Property Crime Index,1622,2008
Maryland,99,Property Crime Index,2073,2008
Massachusetts,90,Property Crime Index,578,2008
Michigan,87,Property Crime Index,1067,2008
Minnesota,97,Property Crime Index,1884,2008
Mississippi,45,Property Crime Index,1483,2008
Missouri,94,Property Crime Index,1928,2008
Montana,96,Property Crime Index,1831,2008
Nebraska,92,Property Crime Index,2013,2008
Nevada,98,Property Crime Index,1724,2008
New Hampshire,78,Property Crime Index,771,2008
New Jersey,96,Property Crime Index,925,2008
New Mexico,73,Property Crime Index,1537,2008
New York,47,Property Crime Index,1141,2008
North Carolina,72,Property Crime Index,1615,2008
North Dakota,91,Property Crime Index,2107,2008
Ohio,60,Property Crime Index,1088,2008
Oklahoma,100,Property Crime Index,1335,2008
Oregon,96,Property Crime Index,1914,2008
Pennsylvania,97,Property Crime Index,1106,2008
Rhode Island,100,Property Crime Index,1097,2008
South Carolina,98,Property Crime Index,784,2008
South Dakota,78,Property Crime Index,1640,2008
Tennessee,80,Property Crime Index,1348,2008
Texas,96,Property Crime Index,1182,2008
Utah,87,Property Crime Index,2125,2008
Vermont,82,Property Crime Index,569,2008
Virginia,97,Property Crime Index,865,2008
Washington,73,Property Crime Index,1760,2008
West Virginia,61,Property Crime Index,577,2008
Wisconsin,98,Property Crime Index,2588,2008
Wyoming,99,Property Crime Index,1977,2008
United States,82,Drug abuse,560,2008
Alabama,81,Drug abuse,242,2008
Alaska,97,Drug abuse,340,2008
Arizona,99,Drug abuse,762,2008
Arkansas,84,Drug abuse,365,2008
California,99,Drug abuse,523,2008
Colorado,88,Drug abuse,763,2008
Connecticut,92,Drug abuse,456,2008
Delaware,100,Drug abuse,774,2008
District of Columbia,0,Drug abuse,NA,2008
Florida,100,Drug abuse,731,2008
Georgia,62,Drug abuse,465,2008
Hawaii,89,Drug abuse,375,2008
Idaho,94,Drug abuse,468,2008
Illinois,23,Drug abuse,1843,2008
Indiana,73,Drug abuse,460,2008
Iowa,92,Drug abuse,396,2008
Kansas,68,Drug abuse,472,2008
Kentucky,15,Drug abuse,729,2008
Louisiana,56,Drug abuse,580,2008
Maine,100,Drug abuse,428,2008
Maryland,99,Drug abuse,1272,2008
Massachusetts,90,Drug abuse,358,2008
Michigan,87,Drug abuse,337,2008
Minnesota,97,Drug abuse,511,2008
Mississippi,45,Drug abuse,454,2008
Missouri,94,Drug abuse,566,2008
Montana,96,Drug abuse,305,2008
Nebraska,92,Drug abuse,657,2008
Nevada,98,Drug abuse,618,2008
New Hampshire,78,Drug abuse,580,2008
New Jersey,96,Drug abuse,642,2008
New Mexico,73,Drug abuse,580,2008
New York,47,Drug abuse,536,2008
North Carolina,72,Drug abuse,458,2008
North Dakota,91,Drug abuse,477,2008
Ohio,60,Drug abuse,360,2008
Oklahoma,100,Drug abuse,479,2008
Oregon,96,Drug abuse,614,2008
Pennsylvania,97,Drug abuse,486,2008
Rhode Island,100,Drug abuse,397,2008
South Carolina,98,Drug abuse,388,2008
South Dakota,78,Drug abuse,590,2008
Tennessee,80,Drug abuse,574,2008
Texas,96,Drug abuse,566,2008
Utah,87,Drug abuse,563,2008
Vermont,82,Drug abuse,274,2008
Virginia,97,Drug abuse,351,2008
Washington,73,Drug abuse,507,2008
West Virginia,61,Drug abuse,204,2008
Wisconsin,98,Drug abuse,780,2008
Wyoming,99,Drug abuse,910,2008
United States,82,Weapons,121,2008
Alabama,81,Weapons,47,2008
Alaska,97,Weapons,42,2008
Arizona,99,Weapons,76,2008
Arkansas,84,Weapons,62,2008
California,99,Weapons,196,2008
Colorado,88,Weapons,123,2008
Connecticut,92,Weapons,90,2008
Delaware,100,Weapons,169,2008
District of Columbia,0,Weapons,NA,2008
Florida,100,Weapons,104,2008
Georgia,62,Weapons,198,2008
Hawaii,89,Weapons,22,2008
Idaho,94,Weapons,101,2008
Illinois,23,Weapons,334,2008
Indiana,73,Weapons,57,2008
Iowa,92,Weapons,52,2008
Kansas,68,Weapons,59,2008
Kentucky,15,Weapons,84,2008
Louisiana,56,Weapons,116,2008
Maine,100,Weapons,35,2008
Maryland,99,Weapons,226,2008
Massachusetts,90,Weapons,45,2008
Michigan,87,Weapons,85,2008
Minnesota,97,Weapons,145,2008
Mississippi,45,Weapons,124,2008
Missouri,94,Weapons,121,2008
Montana,96,Weapons,21,2008
Nebraska,92,Weapons,112,2008
Nevada,98,Weapons,159,2008
New Hampshire,78,Weapons,12,2008
New Jersey,96,Weapons,158,2008
New Mexico,73,Weapons,133,2008
New York,47,Weapons,60,2008
North Carolina,72,Weapons,197,2008
North Dakota,91,Weapons,70,2008
Ohio,60,Weapons,79,2008
Oklahoma,100,Weapons,83,2008
Oregon,96,Weapons,87,2008
Pennsylvania,97,Weapons,119,2008
Rhode Island,100,Weapons,129,2008
South Carolina,98,Weapons,94,2008
South Dakota,78,Weapons,83,2008
Tennessee,80,Weapons,115,2008
Texas,96,Weapons,61,2008
Utah,87,Weapons,120,2008
Vermont,82,Weapons,29,2008
Virginia,97,Weapons,72,2008
Washington,73,Weapons,126,2008
West Virginia,61,Weapons,25,2008
Wisconsin,98,Weapons,238,2008
Wyoming,99,Weapons,83,2008
United States,84,Violent Crime Index,274,2009
Alabama,78,Violent Crime Index,158,2009
Alaska,98,Violent Crime Index,259,2009
Arizona,99,Violent Crime Index,189,2009
Arkansas,85,Violent Crime Index,133,2009
California,99,Violent Crime Index,372,2009
Colorado,90,Violent Crime Index,176,2009
Connecticut,100,Violent Crime Index,310,2009
Delaware,100,Violent Crime Index,553,2009
District of Columbia,0,Violent Crime Index,NA,2009
Florida,100,Violent Crime Index,407,2009
Georgia,69,Violent Crime Index,286,2009
Hawaii,89,Violent Crime Index,222,2009
Idaho,98,Violent Crime Index,117,2009
Illinois,23,Violent Crime Index,924,2009
Indiana,73,Violent Crime Index,231,2009
Iowa,92,Violent Crime Index,235,2009
Kansas,64,Violent Crime Index,145,2009
Kentucky,53,Violent Crime Index,176,2009
Louisiana,54,Violent Crime Index,627,2009
Maine,100,Violent Crime Index,57,2009
Maryland,100,Violent Crime Index,537,2009
Massachusetts,93,Violent Crime Index,291,2009
Michigan,96,Violent Crime Index,200,2009
Minnesota,97,Violent Crime Index,187,2009
Mississippi,55,Violent Crime Index,136,2009
Missouri,93,Violent Crime Index,286,2009
Montana,93,Violent Crime Index,127,2009
Nebraska,89,Violent Crime Index,159,2009
Nevada,96,Violent Crime Index,361,2009
New Hampshire,88,Violent Crime Index,75,2009
New Jersey,98,Violent Crime Index,312,2009
New Mexico,76,Violent Crime Index,253,2009
New York,55,Violent Crime Index,239,2009
North Carolina,74,Violent Crime Index,266,2009
North Dakota,95,Violent Crime Index,95,2009
Ohio,70,Violent Crime Index,145,2009
Oklahoma,96,Violent Crime Index,174,2009
Oregon,94,Violent Crime Index,150,2009
Pennsylvania,94,Violent Crime Index,373,2009
Rhode Island,97,Violent Crime Index,191,2009
South Carolina,96,Violent Crime Index,241,2009
South Dakota,83,Violent Crime Index,77,2009
Tennessee,78,Violent Crime Index,313,2009
Texas,98,Violent Crime Index,174,2009
Utah,99,Violent Crime Index,105,2009
Vermont,97,Violent Crime Index,73,2009
Virginia,95,Violent Crime Index,103,2009
Washington,73,Violent Crime Index,240,2009
West Virginia,51,Violent Crime Index,63,2009
Wisconsin,95,Violent Crime Index,245,2009
Wyoming,99,Violent Crime Index,85,2009
United States,84,Property Crime Index,1336,2009
Alabama,78,Property Crime Index,951,2009
Alaska,98,Property Crime Index,1390,2009
Arizona,99,Property Crime Index,1542,2009
Arkansas,85,Property Crime Index,1258,2009
California,99,Property Crime Index,1065,2009
Colorado,90,Property Crime Index,1660,2009
Connecticut,100,Property Crime Index,1082,2009
Delaware,100,Property Crime Index,1824,2009
District of Columbia,0,Property Crime Index,NA,2009
Florida,100,Property Crime Index,1851,2009
Georgia,69,Property Crime Index,1441,2009
Hawaii,89,Property Crime Index,1598,2009
Idaho,98,Property Crime Index,1664,2009
Illinois,23,Property Crime Index,1732,2009
Indiana,73,Property Crime Index,1574,2009
Iowa,92,Property Crime Index,1751,2009
Kansas,64,Property Crime Index,1198,2009
Kentucky,53,Property Crime Index,1112,2009
Louisiana,54,Property Crime Index,1749,2009
Maine,100,Property Crime Index,1478,2009
Maryland,100,Property Crime Index,1834,2009
Massachusetts,93,Property Crime Index,556,2009
Michigan,96,Property Crime Index,1022,2009
Minnesota,97,Property Crime Index,1894,2009
Mississippi,55,Property Crime Index,1582,2009
Missouri,93,Property Crime Index,1918,2009
Montana,93,Property Crime Index,1681,2009
Nebraska,89,Property Crime Index,2153,2009
Nevada,96,Property Crime Index,1690,2009
New Hampshire,88,Property Crime Index,940,2009
New Jersey,98,Property Crime Index,911,2009
New Mexico,76,Property Crime Index,1589,2009
New York,55,Property Crime Index,1079,2009
North Carolina,74,Property Crime Index,1439,2009
North Dakota,95,Property Crime Index,2115,2009
Ohio,70,Property Crime Index,1001,2009
Oklahoma,96,Property Crime Index,1482,2009
Oregon,94,Property Crime Index,1683,2009
Pennsylvania,94,Property Crime Index,988,2009
Rhode Island,97,Property Crime Index,1108,2009
South Carolina,96,Property Crime Index,1176,2009
South Dakota,83,Property Crime Index,1960,2009
Tennessee,78,Property Crime Index,1480,2009
Texas,98,Property Crime Index,1198,2009
Utah,99,Property Crime Index,1961,2009
Vermont,97,Property Crime Index,599,2009
Virginia,95,Property Crime Index,869,2009
Washington,73,Property Crime Index,1517,2009
West Virginia,51,Property Crime Index,707,2009
Wisconsin,95,Property Crime Index,2429,2009
Wyoming,99,Property Crime Index,1813,2009
United States,84,Drug abuse,532,2009
Alabama,78,Drug abuse,208,2009
Alaska,98,Drug abuse,405,2009
Arizona,99,Drug abuse,761,2009
Arkansas,85,Drug abuse,327,2009
California,99,Drug abuse,537,2009
Colorado,90,Drug abuse,687,2009
Connecticut,100,Drug abuse,441,2009
Delaware,100,Drug abuse,740,2009
District of Columbia,0,Drug abuse,NA,2009
Florida,100,Drug abuse,652,2009
Georgia,69,Drug abuse,455,2009
Hawaii,89,Drug abuse,447,2009
Idaho,98,Drug abuse,460,2009
Illinois,23,Drug abuse,1736,2009
Indiana,73,Drug abuse,453,2009
Iowa,92,Drug abuse,357,2009
Kansas,64,Drug abuse,413,2009
Kentucky,53,Drug abuse,368,2009
Louisiana,54,Drug abuse,536,2009
Maine,100,Drug abuse,488,2009
Maryland,100,Drug abuse,1089,2009
Massachusetts,93,Drug abuse,112,2009
Michigan,96,Drug abuse,340,2009
Minnesota,97,Drug abuse,511,2009
Mississippi,55,Drug abuse,418,2009
Missouri,93,Drug abuse,584,2009
Montana,93,Drug abuse,331,2009
Nebraska,89,Drug abuse,658,2009
Nevada,96,Drug abuse,664,2009
New Hampshire,88,Drug abuse,642,2009
New Jersey,98,Drug abuse,603,2009
New Mexico,76,Drug abuse,621,2009
New York,55,Drug abuse,476,2009
North Carolina,74,Drug abuse,401,2009
North Dakota,95,Drug abuse,471,2009
Ohio,70,Drug abuse,295,2009
Oklahoma,96,Drug abuse,477,2009
Oregon,94,Drug abuse,598,2009
Pennsylvania,94,Drug abuse,429,2009
Rhode Island,97,Drug abuse,535,2009
South Carolina,96,Drug abuse,545,2009
South Dakota,83,Drug abuse,635,2009
Tennessee,78,Drug abuse,589,2009
Texas,98,Drug abuse,583,2009
Utah,99,Drug abuse,558,2009
Vermont,97,Drug abuse,233,2009
Virginia,95,Drug abuse,307,2009
Washington,73,Drug abuse,439,2009
West Virginia,51,Drug abuse,227,2009
Wisconsin,95,Drug abuse,723,2009
Wyoming,99,Drug abuse,813,2009
United States,84,Weapons,103,2009
Alabama,78,Weapons,31,2009
Alaska,98,Weapons,50,2009
Arizona,99,Weapons,55,2009
Arkansas,85,Weapons,54,2009
California,99,Weapons,174,2009
Colorado,90,Weapons,102,2009
Connecticut,100,Weapons,77,2009
Delaware,100,Weapons,152,2009
District of Columbia,0,Weapons,NA,2009
Florida,100,Weapons,82,2009
Georgia,69,Weapons,140,2009
Hawaii,89,Weapons,29,2009
Idaho,98,Weapons,78,2009
Illinois,23,Weapons,291,2009
Indiana,73,Weapons,58,2009
Iowa,92,Weapons,38,2009
Kansas,64,Weapons,51,2009
Kentucky,53,Weapons,40,2009
Louisiana,54,Weapons,95,2009
Maine,100,Weapons,37,2009
Maryland,100,Weapons,179,2009
Massachusetts,93,Weapons,39,2009
Michigan,96,Weapons,68,2009
Minnesota,97,Weapons,114,2009
Mississippi,55,Weapons,130,2009
Missouri,93,Weapons,103,2009
Montana,93,Weapons,14,2009
Nebraska,89,Weapons,78,2009
Nevada,96,Weapons,134,2009
New Hampshire,88,Weapons,12,2009
New Jersey,98,Weapons,147,2009
New Mexico,76,Weapons,122,2009
New York,55,Weapons,60,2009
North Carolina,74,Weapons,175,2009
North Dakota,95,Weapons,47,2009
Ohio,70,Weapons,62,2009
Oklahoma,96,Weapons,74,2009
Oregon,94,Weapons,60,2009
Pennsylvania,94,Weapons,103,2009
Rhode Island,97,Weapons,167,2009
South Carolina,96,Weapons,118,2009
South Dakota,83,Weapons,90,2009
Tennessee,78,Weapons,130,2009
Texas,98,Weapons,51,2009
Utah,99,Weapons,112,2009
Vermont,97,Weapons,25,2009
Virginia,95,Weapons,52,2009
Washington,73,Weapons,100,2009
West Virginia,51,Weapons,23,2009
Wisconsin,95,Weapons,195,2009
Wyoming,99,Weapons,63,2009
United States,84,Violent Crime Index,233,2010
Alabama,72,Violent Crime Index,80,2010
Alaska,99,Violent Crime Index,248,2010
Arizona,90,Violent Crime Index,182,2010
Arkansas,74,Violent Crime Index,130,2010
California,96,Violent Crime Index,304,2010
Colorado,89,Violent Crime Index,156,2010
Connecticut,95,Violent Crime Index,212,2010
Delaware,100,Violent Crime Index,368,2010
District of Columbia,0,Violent Crime Index,NA,2010
Florida,100,Violent Crime Index,343,2010
Georgia,81,Violent Crime Index,192,2010
Hawaii,89,Violent Crime Index,217,2010
Idaho,94,Violent Crime Index,93,2010
Illinois,23,Violent Crime Index,815,2010
Indiana,59,Violent Crime Index,143,2010
Iowa,88,Violent Crime Index,203,2010
Kansas,69,Violent Crime Index,149,2010
